"cardcode","Store","RFM (MAY15-JUN15)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","RFM (MAR16-APR16)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","RFM (MAY16-JUN16)","Rescaled Score","Visited Stores","Recency Score","Frequency Score","Monetary Score","Recency Value","Frequency Value","Monetary Value","Private Label % Sales","Score Difference with Y_Ago","RFM Lights with Y_Ago (MAY15-JUN15)","Score Difference with Previous","RFM Lights with Previous (MAR16-APR16)"
'80000136,National,113,0.25,Pandora Kaimakli,1,1,3,35,2,30.81,0.00%,523,0.563,Pandora Kaimakli,5,2,3,0,3,27.71,0.00%,534,0.75,Pandora Kaimakli,5,3,4,0,4,52.05,0.00%,200.00%,Blue,33.21%,Green
'80000137,National,111,0,Pandora Prodromou,1,1,1,29,1,6.13,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000140,National,232,0.313,Pandora Kaimakli,2,3,2,17,4,14.83,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000143,National,,,,,,,,,,,111,0,Pandora Kaimakli,1,1,1,60,1,3.71,0.00%,,,,,,,,,,,,,,Black
'80000145,National,111,0,Pandora Kaimakli,1,1,1,48,1,5.9,0.00%,,,,,,,,,,,122,0.188,Pandora Ayios Antonios - Pandora Kaimakli,1,2,2,48,2,15.85,0.00%,100.00%,Blue,,White
'80000147,National,,,,,,,,,,,212,0.188,Pandora Tseriou - Pandora Kaimakli,2,1,2,21,2,17.9,0.00%,,,,,,,,,,,,,,Black
'80000148,National,555,1,Pandora Kaimakli,5,5,5,0,30,287.77,0.00%,555,1,Pandora Kaimakli,5,5,5,0,15,98.3,0.00%,555,1,Pandora Kaimakli,5,5,5,0,27,263.26,10.68%,0.00%,Green,0.00%,Green
'80000149,National,333,0.5,Pandora Ayios Antonios - Pandora Kaimakli,3,3,3,6,5,34.22,0.00%,455,0.938,Pandora Ayios Antonios - Pandora Tseriou - Pandora Acropoleos - Pandora Kaimakli - Pandora Athalassas,4,5,5,2,20,107.4,0.00%,555,1,Pandora Ayios Antonios - Pandora Tseriou - Pandora Acropoleos - Pandora Kaimakli - Pandora Athalassas - Pandora Prodromou,5,5,5,0,53,241.27,0.00%,100.00%,Blue,6.61%,Green
'80000150,National,232,0.313,Pandora Ayios Antonios - Pandora Agios Dometios,2,3,2,15,5,17.61,0.00%,311,0.125,Pandora Agios Dometios,3,1,1,6,1,8,0.00%,111,0,Pandora Agios Dometios,1,1,1,32,1,7.6,0.00%,( 100.00%),Red,( 100.00%),Red
'80000151,National,555,1,Pandora Ayios Antonios - Pandora Kaimakli,5,5,5,1,26,103.4,0.00%,455,0.938,Pandora Ayios Antonios - Pandora Kaimakli,4,5,5,4,30,190.98,0.00%,555,1,Pandora Ayios Antonios - Pandora Kaimakli,5,5,5,0,36,178.87,0.00%,0.00%,Green,6.61%,Green
'80000152,National,211,0.063,Pandora Kaimakli,2,1,1,21,1,1.19,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000153,National,411,0.188,Pandora Kaimakli,4,1,1,2,2,10.04,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000154,National,211,0.063,Pandora Kaimakli,2,1,1,16,2,3.52,0.00%,122,0.188,Pandora Kaimakli,1,2,2,41,3,13.52,0.00%,121,0.063,Pandora Kaimakli,1,2,1,39,2,3.04,0.00%,0.00%,Green,(  66.49%),Red
'80000155,National,,,,,,,,,,,543,0.688,Pandora Ayios Antonios,5,4,3,0,10,45.95,0.00%,554,0.875,Pandora Ayios Antonios - Pandora Athalassas,5,5,4,0,14,60.63,0.00%,,White,27.18%,Green
'80000156,National,123,0.313,Pandora Ayios Antonios - Pandora Acropoleos,1,2,3,49,3,24.39,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000157,National,111,0,Pandora Kaimakli,1,1,1,38,1,2,0.00%,111,0,Pandora Kaimakli,1,1,1,26,1,2,0.00%,222,0.25,Pandora Kaimakli,2,2,2,27,2,12.32,0.00%,100.00%,Blue,100.00%,Blue
'80000158,National,555,1,Pandora Ayios Antonios - Pandora Tseriou - Pandora Acropoleos - Pandora Kaimakli - Pandora Athalassas - Pandora Prodromou,5,5,5,0,54,237.16,0.00%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou - Pandora Acropoleos - Pandora Kaimakli - Pandora Athalassas - Pandora Prodromou,5,5,5,0,102,602.88,0.38%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou - Pandora Kaimakli - Pandora Athalassas - Pandora Prodromou,5,5,5,0,91,520.14,0.00%,0.00%,Green,0.00%,Green
'80000159,National,,,,,,,,,,,212,0.188,Pandora Ayios Antonios,2,1,2,16,1,13.24,0.00%,,,,,,,,,,,,,,Black
'80000160,National,211,0.063,Pandora Ayios Antonios,2,1,1,14,2,9.56,0.00%,114,0.375,Pandora Ayios Antonios,1,1,4,34,2,52.8,0.00%,123,0.313,Pandora Ayios Antonios - Pandora Kaimakli,1,2,3,30,2,22.42,0.00%,396.83%,Blue,(  16.53%),Yellow
'80000162,National,132,0.25,Pandora Tseriou - Pandora Athalassas - Pandora Prodromou,1,3,2,29,4,18.08,0.00%,111,0,Pandora Kaimakli,1,1,1,26,1,1.96,0.00%,,,,,,,,,,,,Black,,Black
'80000163,National,,,,,,,,,,,512,0.375,Pandora Kaimakli,5,1,2,0,1,12.19,0.00%,,,,,,,,,,,,,,Black
'80000164,National,,,,,,,,,,,,,,,,,,,,,511,0.25,Pandora Kaimakli,5,1,1,1,1,3.04,0.00%,,White,,White
'80000165,National,454,0.813,Pandora Ayios Antonios - Pandora Kaimakli - Pandora Athalassas,4,5,4,3,17,63.63,0.00%,555,1,Pandora Ayios Antonios - Pandora Tseriou,5,5,5,1,29,98.51,0.00%,454,0.813,Pandora Ayios Antonios,4,5,4,2,13,47.7,0.00%,0.00%,Green,(  18.70%),Yellow
'80000166,National,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou - Pandora Kaimakli,5,5,5,1,22,106.45,0.00%,555,1,Pandora Ayios Antonios - Pandora Tseriou - Pandora Acropoleos - Pandora Kaimakli,5,5,5,1,27,127.04,6.75%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou - Pandora Kaimakli - Pandora Athalassas - Pandora Prodromou,5,5,5,0,31,154.64,0.00%,0.00%,Green,0.00%,Green
'80000167,National,123,0.313,Pandora Ayios Antonios,1,2,3,53,3,32.12,0.00%,,,,,,,,,,,513,0.5,Pandora Ayios Antonios,5,1,3,1,1,23.43,0.00%,59.74%,Blue,,White
'80000170,National,213,0.313,Pandora Kaimakli,2,1,3,16,2,32.67,0.00%,532,0.5,Pandora Kaimakli,5,3,2,0,5,18.08,0.00%,554,0.875,Pandora Ayios Antonios - Pandora Kaimakli,5,5,4,0,14,46.88,0.00%,179.55%,Blue,75.00%,Blue
'80000171,National,111,0,Pandora Tseriou,1,1,1,32,1,10,0.00%,111,0,Pandora Athalassas,1,1,1,59,1,7.29,0.00%,,,,,,,,,,,,Black,,Black
'80000173,National,434,0.688,Pandora Ayios Antonios - Pandora Tseriou,4,3,4,5,6,51.29,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000176,National,211,0.063,Pandora Kaimakli,2,1,1,24,1,8.1,0.00%,233,0.438,Pandora Kaimakli,2,3,3,16,4,43.93,0.00%,322,0.313,Pandora Kaimakli,3,2,2,11,2,11.19,0.00%,396.83%,Blue,(  28.54%),Yellow
'80000178,National,,,,,,,,,,,222,0.25,Pandora Ayios Antonios,2,2,2,23,3,18.18,0.00%,411,0.188,Pandora Ayios Antonios,4,1,1,4,1,8.47,0.00%,,White,(  24.80%),Yellow
'80000179,National,,,,,,,,,,,311,0.125,Pandora Ayios Antonios,3,1,1,8,1,10.48,0.00%,,,,,,,,,,,,,,Black
'80000183,National,555,1,Pandora Ayios Antonios,5,5,5,1,33,272.27,0.00%,555,1,Pandora Ayios Antonios - Pandora Kaimakli,5,5,5,0,16,204.66,1.86%,555,1,Pandora Ayios Antonios - Pandora Kaimakli - Pandora Prodromou,5,5,5,1,20,228.74,1.88%,0.00%,Green,0.00%,Green
'80000187,National,555,1,Pandora Kaimakli,5,5,5,1,18,222.41,1.93%,555,1,Pandora Ayios Antonios - Pandora Kaimakli,5,5,5,1,17,146.15,0.00%,455,0.938,Pandora Ayios Antonios - Pandora Kaimakli,4,5,5,3,14,210.54,0.00%,(   6.20%),Yellow,(   6.20%),Yellow
'80000189,National,244,0.625,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Kaimakli - Pandora Athalassas,2,4,4,27,11,60.78,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000191,National,532,0.5,Pandora Ayios Antonios,5,3,2,0,5,12.48,0.00%,111,0,Pandora Ayios Antonios,1,1,1,54,2,8.38,0.00%,,,,,,,,,,,,Black,,Black
'80000192,National,422,0.375,Pandora Ayios Antonios,4,2,2,5,3,11.6,0.00%,433,0.563,Pandora Ayios Antonios,4,3,3,4,6,24.06,0.00%,543,0.688,Pandora Ayios Antonios,5,4,3,0,7,34.79,0.00%,83.47%,Blue,22.20%,Green
'80000193,National,522,0.438,Pandora Ayios Antonios,5,2,2,0,3,19.02,0.00%,232,0.313,Pandora Ayios Antonios,2,3,2,23,6,21.94,0.00%,243,0.5,Pandora Ayios Antonios,2,4,3,14,11,30.01,0.00%,14.16%,Green,59.74%,Blue
'80000194,National,,,,,,,,,,,211,0.063,Pandora Ayios Antonios,2,1,1,12,1,9.52,0.00%,522,0.438,Pandora Ayios Antonios,5,2,2,0,2,14.11,0.00%,,White,595.24%,Blue
'80000195,National,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou - Pandora Prodromou,5,5,5,1,15,109.59,0.00%,355,0.875,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Athalassas - Pandora Prodromou,3,5,5,8,16,111.37,0.00%,454,0.813,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Athalassas - Pandora Prodromou,4,5,4,3,13,60.11,0.00%,(  18.70%),Yellow,(   7.09%),Yellow
'80000198,National,533,0.625,Pandora Ayios Antonios - Pandora Prodromou,5,3,3,0,5,31.79,0.00%,143,0.438,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou - Pandora Athalassas,1,4,3,29,10,46.27,0.00%,434,0.688,Pandora Ayios Antonios - Pandora Tseriou - Pandora Athalassas,4,3,4,3,6,49.37,0.00%,10.08%,Green,57.08%,Blue
'80000199,National,233,0.438,Pandora Tseriou,2,3,3,15,5,30.71,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000200,National,,,,,,,,,,,212,0.188,Pandora Ayios Antonios,2,1,2,11,1,12.29,0.00%,,,,,,,,,,,,,,Black
'80000201,National,455,0.938,Pandora Ayios Antonios - Pandora Acropoleos - Pandora Prodromou,4,5,5,2,20,397.39,0.00%,555,1,Pandora Ayios Antonios - Pandora Tseriou - Pandora Acropoleos - Pandora Kaimakli - Pandora Athalassas - Pandora Prodromou,5,5,5,1,45,781.61,4.86%,555,1,Pandora Ayios Antonios - Pandora Tseriou - Pandora Acropoleos - Pandora Kaimakli - Pandora Athalassas - Pandora Prodromou,5,5,5,0,67,1175.32,2.83%,6.61%,Green,0.00%,Green
'80000202,National,233,0.438,Pandora Agios Dometios - Pandora Tseriou - Pandora Prodromou,2,3,3,17,5,29.59,0.00%,233,0.438,Pandora Agios Dometios,2,3,3,19,4,25.99,0.00%,231,0.188,Pandora Ayios Antonios - Pandora Agios Dometios,2,3,1,15,4,5.9,0.00%,(  57.08%),Red,(  57.08%),Red
'80000204,National,,,,,,,,,,,333,0.5,Pandora Ayios Antonios - Pandora Agios Dometios,3,3,3,6,5,33.05,0.00%,,,,,,,,,,,,,,Black
'80000206,National,522,0.438,Pandora Ayios Antonios,5,2,2,0,3,17.96,0.00%,533,0.625,Pandora Ayios Antonios,5,3,3,0,5,26.19,0.00%,221,0.125,Pandora Ayios Antonios,2,2,1,18,2,7.14,0.00%,(  71.46%),Red,(  80.00%),Red
'80000207,National,,,,,,,,,,,,,,,,,,,,,211,0.063,Pandora Agios Dometios,2,1,1,29,1,7.46,0.00%,,White,,White
'80000208,National,313,0.375,Pandora Athalassas,3,1,3,11,2,26.27,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000209,National,,,,,,,,,,,213,0.313,Pandora Tseriou - Pandora Athalassas,2,1,3,22,2,28.82,0.00%,534,0.75,Pandora Tseriou,5,3,4,1,4,48.97,0.00%,,White,139.62%,Blue
'80000211,National,,,,,,,,,,,112,0.125,Pandora Ayios Antonios,1,1,2,29,1,13.03,0.00%,111,0,Pandora Ayios Antonios,1,1,1,50,1,5.28,0.00%,,White,( 100.00%),Red
'80000215,National,,,,,,,,,,,,,,,,,,,,,111,0,Pandora Athalassas,1,1,1,45,1,2.66,0.00%,,White,,White
'80000216,National,111,0,Pandora Ayios Antonios,1,1,1,36,2,8.98,0.00%,411,0.188,Pandora Ayios Antonios,4,1,1,3,2,9.52,0.00%,431,0.313,Pandora Ayios Antonios - Pandora Athalassas,4,3,1,2,4,9.25,0.00%,100.00%,Blue,66.49%,Blue
'80000230,National,544,0.813,Pandora Ayios Antonios - Pandora Prodromou,5,4,4,1,9,50.04,0.00%,444,0.75,Pandora Ayios Antonios - Pandora Prodromou,4,4,4,2,13,70.24,0.00%,543,0.688,Pandora Prodromou,5,4,3,1,8,36.67,3.52%,(  15.38%),Yellow,(   8.27%),Yellow
'80000232,National,,,,,,,,,,,224,0.5,Pandora Prodromou,2,2,4,18,3,64.95,0.00%,421,0.25,Pandora Agios Dometios - Pandora Prodromou,4,2,1,3,2,8.95,0.00%,,White,(  50.00%),Red
'80000238,National,234,0.563,Pandora Ayios Antonios,2,3,4,13,6,69.81,0.00%,333,0.5,Pandora Ayios Antonios,3,3,3,6,4,45.22,0.00%,233,0.438,Pandora Ayios Antonios,2,3,3,28,4,22.82,0.00%,(  22.20%),Yellow,(  12.40%),Yellow
'80000239,National,344,0.688,Pandora Ayios Antonios,3,4,4,11,13,70.79,0.00%,455,0.938,Pandora Ayios Antonios,4,5,5,4,15,136.76,0.00%,555,1,Pandora Ayios Antonios,5,5,5,0,16,150.32,0.00%,45.35%,Green,6.61%,Green
'80000240,National,344,0.688,Pandora Ayios Antonios,3,4,4,7,8,48.55,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000241,National,,,,,,,,,,,112,0.125,Pandora Ayios Antonios,1,1,2,29,2,22.19,15.46%,,,,,,,,,,,,,,Black
'80000243,National,354,0.75,Pandora Ayios Antonios,3,5,4,7,14,64.29,0.00%,545,0.938,Pandora Ayios Antonios - Pandora Agios Dometios,5,4,5,0,13,109.95,0.00%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Kaimakli,5,5,5,1,40,295.94,0.00%,33.33%,Green,6.61%,Green
'80000244,National,411,0.188,Pandora Kaimakli,4,1,1,3,2,6.96,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000245,National,445,0.875,Pandora Ayios Antonios,4,4,5,4,13,88.16,0.00%,544,0.813,Pandora Ayios Antonios - Pandora Kaimakli,5,4,4,0,12,68.87,0.00%,444,0.75,Pandora Ayios Antonios,4,4,4,3,8,61.21,0.00%,(  14.29%),Yellow,(   7.75%),Yellow
'80000246,National,442,0.5,Pandora Ayios Antonios - Pandora Agios Dometios,4,4,2,3,7,22.41,0.00%,343,0.563,Pandora Ayios Antonios,3,4,3,10,8,36.81,0.00%,554,0.875,Pandora Ayios Antonios,5,5,4,1,16,53.99,0.00%,75.00%,Blue,55.42%,Blue
'80000247,National,432,0.438,Pandora Ayios Antonios,4,3,2,5,4,16.95,0.00%,523,0.563,Pandora Ayios Antonios,5,2,3,0,3,28.33,0.00%,333,0.5,Pandora Ayios Antonios,3,3,3,8,5,27.13,0.00%,14.16%,Green,(  11.19%),Yellow
'80000248,National,235,0.688,Pandora Ayios Antonios,2,3,5,14,6,95.64,0.00%,345,0.813,Pandora Ayios Antonios,3,4,5,6,8,120.41,0.00%,335,0.75,Pandora Ayios Antonios,3,3,5,11,6,85.67,0.00%,9.01%,Green,(   7.75%),Yellow
'80000249,National,431,0.313,Pandora Athalassas,4,3,1,2,5,9.28,0.00%,432,0.438,Pandora Athalassas,4,3,2,2,6,15.32,0.00%,321,0.188,Pandora Athalassas,3,2,1,12,3,5.99,0.00%,(  39.94%),Red,(  57.08%),Red
'80000250,National,144,0.563,Pandora Acropoleos - Pandora Athalassas,1,4,4,29,7,55.55,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000251,National,445,0.875,Pandora Ayios Antonios - Pandora Athalassas,4,4,5,3,7,101.67,21.92%,223,0.375,Pandora Ayios Antonios - Pandora Athalassas,2,2,3,14,3,37.55,5.09%,345,0.813,Pandora Athalassas,3,4,5,9,10,88.54,0.00%,(   7.09%),Yellow,116.80%,Blue
'80000252,National,,,,,,,,,,,111,0,Pandora Athalassas,1,1,1,42,1,1.91,0.00%,433,0.563,Pandora Ayios Antonios - Pandora Tseriou - Pandora Athalassas,4,3,3,3,4,31.04,0.00%,,White,100.00%,Blue
'80000253,National,332,0.375,Pandora Athalassas,3,3,2,11,6,21.69,0.00%,344,0.688,Pandora Tseriou - Pandora Athalassas,3,4,4,5,12,78.98,0.00%,444,0.75,Pandora Tseriou - Pandora Athalassas,4,4,4,3,7,46.01,0.00%,100.00%,Blue,9.01%,Green
'80000254,National,344,0.688,Pandora Ayios Antonios - Pandora Athalassas,3,4,4,10,7,74.63,0.00%,134,0.5,Pandora Athalassas,1,3,4,28,4,50.98,0.00%,223,0.375,Pandora Athalassas,2,2,3,26,2,30.48,0.00%,(  45.49%),Red,(  25.00%),Yellow
'80000255,National,,,,,,,,,,,111,0,Pandora Ayios Antonios,1,1,1,38,1,9.13,0.00%,311,0.125,Pandora Ayios Antonios,3,1,1,9,1,4.43,0.00%,,White,100.00%,Blue
'80000256,National,555,1,Pandora Athalassas,5,5,5,0,45,195.56,0.00%,555,1,Pandora Athalassas,5,5,5,1,31,272.12,0.87%,555,1,Pandora Athalassas,5,5,5,0,38,288.35,0.00%,0.00%,Green,0.00%,Green
'80000258,National,345,0.813,Pandora Ayios Antonios,3,4,5,8,13,179.87,0.00%,455,0.938,Pandora Ayios Antonios,4,5,5,2,16,121.63,0.00%,555,1,Pandora Ayios Antonios,5,5,5,0,30,241.06,0.00%,23.00%,Green,6.61%,Green
'80000259,National,122,0.188,Pandora Ayios Antonios,1,2,2,32,3,16.19,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000260,National,555,1,Pandora Ayios Antonios,5,5,5,0,17,133.57,0.00%,555,1,Pandora Ayios Antonios - Pandora Acropoleos - Pandora Athalassas,5,5,5,0,20,148.76,0.00%,555,1,Pandora Ayios Antonios,5,5,5,0,16,105.44,0.00%,0.00%,Green,0.00%,Green
'80000261,National,211,0.063,Pandora Ayios Antonios,2,1,1,18,2,3.77,0.00%,412,0.313,Pandora Ayios Antonios - Pandora Agios Dometios,4,1,2,2,2,11.05,0.00%,,,,,,,,,,,,Black,,Black
'80000262,National,,,,,,,,,,,112,0.125,Pandora Ayios Antonios,1,1,2,39,1,12.86,0.00%,,,,,,,,,,,,,,Black
'80000263,National,133,0.375,Pandora Ayios Antonios,1,3,3,31,4,35.46,0.00%,234,0.563,Pandora Ayios Antonios,2,3,4,12,7,70.42,0.00%,522,0.438,Pandora Ayios Antonios,5,2,2,0,3,12.31,0.00%,16.80%,Green,(  22.20%),Yellow
'80000265,National,111,0,Pandora Tseriou,1,1,1,30,2,9.27,0.00%,345,0.813,Pandora Ayios Antonios - Pandora Tseriou,3,4,5,9,12,127.38,0.00%,444,0.75,Pandora Tseriou,4,4,4,2,7,78.33,0.00%,100.00%,Blue,(   7.75%),Yellow
'80000268,National,411,0.188,Pandora Ayios Antonios - Pandora Athalassas,4,1,1,5,2,10.54,0.00%,112,0.125,Pandora Athalassas,1,1,2,43,2,18.1,0.00%,233,0.438,Pandora Athalassas,2,3,3,14,4,31.98,0.00%,132.98%,Blue,250.40%,Blue
'80000269,National,212,0.188,Pandora Ayios Antonios - Pandora Tseriou,2,1,2,24,2,17.86,0.00%,534,0.75,Pandora Tseriou,5,3,4,1,4,53.42,0.00%,534,0.75,Pandora Tseriou - Pandora Athalassas,5,3,4,0,6,58.74,0.00%,298.94%,Blue,0.00%,Green
'80000270,National,455,0.938,Pandora Ayios Antonios,4,5,5,2,34,194.57,0.00%,212,0.188,Pandora Ayios Antonios,2,1,2,11,2,19.45,0.00%,555,1,Pandora Ayios Antonios,5,5,5,0,17,113.94,0.00%,6.61%,Green,431.91%,Blue
'80000271,National,211,0.063,Pandora Ayios Antonios,2,1,1,16,1,2.79,0.00%,433,0.563,Pandora Ayios Antonios - Pandora Tseriou,4,3,3,2,6,46.03,0.00%,532,0.5,Pandora Ayios Antonios - Pandora Tseriou,5,3,2,0,4,21.61,0.00%,693.65%,Blue,(  11.19%),Yellow
'80000272,National,211,0.063,Pandora Ayios Antonios,2,1,1,23,1,3.48,0.00%,,,,,,,,,,,321,0.188,Pandora Kaimakli - Pandora Athalassas,3,2,1,10,2,6.86,0.00%,198.41%,Blue,,White
'80000275,National,555,1,Pandora Ayios Antonios - Pandora Athalassas,5,5,5,0,31,141.81,0.00%,555,1,Pandora Ayios Antonios - Pandora Kaimakli - Pandora Athalassas,5,5,5,0,42,306.09,1.87%,555,1,Pandora Ayios Antonios,5,5,5,0,23,181.63,0.00%,0.00%,Green,0.00%,Green
'80000276,National,212,0.188,Pandora Ayios Antonios,2,1,2,17,2,16.76,0.00%,123,0.313,Pandora Ayios Antonios,1,2,3,24,3,30.34,0.00%,311,0.125,Pandora Ayios Antonios,3,1,1,10,1,3.89,0.00%,(  33.51%),Red,(  60.06%),Red
'80000278,National,,,,,,,,,,,344,0.688,Pandora Ayios Antonios,3,4,4,8,9,86.2,0.00%,111,0,Pandora Ayios Antonios,1,1,1,39,1,8.21,0.00%,,White,( 100.00%),Red
'80000279,National,213,0.313,Pandora Kaimakli,2,1,3,19,1,31.44,0.00%,111,0,Pandora Ayios Antonios,1,1,1,45,1,1.91,0.00%,,,,,,,,,,,,Black,,Black
'80000280,National,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Kaimakli,5,5,5,0,172,2305.62,0.00%,555,1,Pandora Ayios Antonios - Pandora Tseriou - Pandora Kaimakli,5,5,5,0,188,2721.03,0.16%,555,1,Pandora Ayios Antonios,5,5,5,0,176,2622.55,0.15%,0.00%,Green,0.00%,Green
'80000281,National,555,1,Pandora Ayios Antonios - Pandora Kaimakli,5,5,5,1,49,92.63,0.00%,555,1,Pandora Ayios Antonios - Pandora Tseriou - Pandora Kaimakli,5,5,5,1,66,274.75,3.12%,121,0.063,Pandora Ayios Antonios,1,2,1,60,3,6.05,0.00%,(  93.70%),Red,(  93.70%),Red
'80000282,National,111,0,Pandora Kaimakli,1,1,1,35,1,1.52,0.00%,111,0,Pandora Tseriou,1,1,1,49,1,7.06,0.00%,,,,,,,,,,,,Black,,Black
'80000283,National,311,0.125,Pandora Tseriou - Pandora Kaimakli,3,1,1,9,2,6.57,0.00%,333,0.5,Pandora Kaimakli,3,3,3,9,7,33.74,0.00%,543,0.688,Pandora Ayios Antonios - Pandora Kaimakli,5,4,3,1,8,38.04,0.00%,450.40%,Blue,37.60%,Green
'80000284,National,544,0.813,Pandora Ayios Antonios,5,4,4,0,12,66.04,2.01%,455,0.938,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou,4,5,5,4,29,129.13,2.95%,455,0.938,Pandora Ayios Antonios - Pandora Tseriou - Pandora Athalassas,4,5,5,2,20,108.85,0.00%,15.38%,Green,0.00%,Green
'80000285,National,111,0,Pandora Ayios Antonios,1,1,1,46,1,2.19,0.00%,,,,,,,,,,,,,,,,,,,,,,Black,,
'80000286,National,555,1,Pandora Ayios Antonios - Pandora Kaimakli - Pandora Athalassas,5,5,5,0,46,302.92,0.00%,555,1,Pandora Ayios Antonios - Pandora Kaimakli,5,5,5,0,21,95.18,2.41%,555,1,Pandora Ayios Antonios - Pandora Kaimakli - Pandora Athalassas - Pandora Prodromou,5,5,5,1,33,150.57,0.00%,0.00%,Green,0.00%,Green
'80000287,National,,,,,,,,,,,,,,,,,,,,,211,0.063,Pandora Ayios Antonios,2,1,1,28,1,7.42,0.00%,,White,,White
'80000288,National,333,0.5,Pandora Ayios Antonios - Pandora Agios Dometios,3,3,3,6,5,23.49,0.00%,555,1,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,5,5,5,0,18,244.15,0.00%,455,0.938,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Prodromou,4,5,5,5,16,162.62,1.59%,87.60%,Blue,(   6.20%),Yellow
'80000291,National,432,0.438,Pandora Acropoleos - Pandora Athalassas,4,3,2,3,5,17.69,0.00%,243,0.5,Pandora Acropoleos - Pandora Athalassas - Pandora Prodromou,2,4,3,17,9,42.76,0.00%,133,0.375,Pandora Acropoleos - Pandora Athalassas - Pandora Prodromou,1,3,3,30,5,22.56,0.00%,(  14.38%),Yellow,(  25.00%),Yellow
'80000292,National,455,0.938,Pandora Ayios Antonios,4,5,5,2,14,177.75,0.75%,535,0.875,Pandora Ayios Antonios - Pandora Athalassas,5,3,5,0,6,97.81,0.00%,445,0.875,Pandora Ayios Antonios - Pandora Prodromou,4,4,5,5,9,115.8,0.00%,(   6.72%),Yellow,0.00%,Green
'80000293,National,533,0.625,Pandora Ayios Antonios,5,3,3,1,5,40.63,0.00%,113,0.25,Pandora Ayios Antonios,1,1,3,43,2,25,0.00%,322,0.313,Pandora Ayios Antonios,3,2,2,12,2,16.96,0.00%,(  49.92%),Red,25.20%,Green
'80000295,National,555,1,Pandora Ayios Antonios - Pandora Tseriou - Pandora Prodromou,5,5,5,0,59,216.89,0.00%,555,1,Pandora Ayios Antonios - Pandora Tseriou - Pandora Athalassas,5,5,5,0,43,203.89,0.00%,355,0.875,Pandora Ayios Antonios - Pandora Tseriou - Pandora Athalassas,3,5,5,6,44,196.25,0.00%,(  12.50%),Yellow,(  12.50%),Yellow
'80000296,National,112,0.125,Pandora Ayios Antonios,1,1,2,41,1,19.48,0.00%,111,0,Pandora Ayios Antonios,1,1,1,26,2,10.13,0.00%,,,,,,,,,,,,Black,,Black
'80000297,National,555,1,Pandora Ayios Antonios,5,5,5,1,30,107.87,0.00%,555,1,Pandora Ayios Antonios,5,5,5,0,40,146.59,0.00%,555,1,Pandora Ayios Antonios - Pandora Athalassas,5,5,5,0,44,150.49,0.00%,0.00%,Green,0.00%,Green
'80000298,National,444,0.75,Pandora Ayios Antonios - Pandora Agios Dometios,4,4,4,4,7,70.03,0.00%,134,0.5,Pandora Ayios Antonios - Pandora Agios Dometios - Pandora Tseriou,1,3,4,28,4,52.38,0.00%,,,,,,,,,,,,Black,,Black
'80000299,National,545,0.938,Pandora Kaimakli - Pandora Prodromou,5,4,5,0,13,86.64,0.00%,343,0.563,Pandora Ayios Antonios - Pandora Kaimakli,3,4,3,5,8,44.85,0.00%,444,0.75,Pandora Ayios Antonios - Pandora Kaimakli,4,4,4,2,10,48.83,0.00%,(  20.04%),Yellow,33.21%,Green
